address;SOY;bought;moved;num senders;senders
0x9b97fb8ad6515fe1ef2ca1a5cad6865f09c50870;0.790973768010523032;1.88985797332161738;0.790973768010523032;0;
0xf0c5b2de77d8314f4397b72ad1bd07ded36cb4da;0.000000000000000002;234610.811985625668172355;0.000000000000000002;0;
0xb116f2b79125cbd10ac6fec35d1e9f7eb6a77802;0.000039857391049086;206649.004027490071385172;0.000039857391049086;0;
0xe0f1a6494ee81864a2bb84e31d7f252342b90476;0.561623321264439618;0.561623321264439618;31.271759367593964963;0;
0xc894406de100a861d46c1bdd457ecb9bcf40ccf3;1.460203195;188015.051646853822676573;1.460203195;0;
0xf8538fb6b848ddd78c524ed7e498ac43bfe895e2;1.60881262420883469;1.60881262420883469;28.272547356516822165;0;
0xcfeacab29a7a4782b851f5f11b4c1fdbd69ac49b;0.00141849708071851;2.880520046672159428;0.00141849708071851;0;
0x8a1298524a12b529ee43d39922dfc765ea2b4558;55.102556996189482732;12179.686301521055434837;55.102556996189482732;0;
0x5ab42f97c39f410d80b21285bc02e834b6110afb;0.626642447133287938;11836.579045959447760021;0.626642447133287938;0;
0x7c2da0be93cf8f576f654c10e57a59000ea7de7a;5;68.855933172276830414;5;0;
0x868e4f2f8ef7adc38d2082947d91a784a974f793;46.43991480948737629;1485552.282689987298427834;46.43991480948737629;0;
0x5c9ca1314e8c59b414c336784bb6b54517c202d2;182.991633663020409881;182.991633663020409881;5495.530513721983162238;0;
0x02a66d4afb6625ff56d52a6bdd2ec5eb4abfa32c;0.187406256717728696;10339.20742566728784413;0.187406256717728696;0;
0x32131a02509edceeca572a72bae7bf9c2b639883;0.006073305;11384.380189163400576543;0.006073305;0;
0x66510072e9a1db78dffa67bfaeb38b33f4538917;1629.294799340004753159;1629.294799340004753159;4948.485927663580188341;0;
0x2f8992b23ef1ea9ae3472294744e7bc30f169ad2;0.187917145282288129;0.187917145282288129;1;0;
0xa1fe9b099abf7cb0fab817df4280ea68c4f0f853;14.942478740187222652;14627.30244525893185055;14.942478740187222652;0;
