address;SOY wei;SOY ether
0xa25f1310d44c884e4c99b4e315911b44f235ba0a;108734490335665917443;108.734490335665917443
0x1cb90eddb4a8b7602909cdc5083bf5c13e402b6c;38909369987744955221;38.909369987744955221
0x5c24ffa6abad563a6a8cb205724eb894ffa01d6b;26307265021774461429643;26307.265021774461429643
0xcb81a81a272d754c2b7bf116c9ea080b6da1f252;39907555373330206546;39.907555373330206546
0x49cea78bee409a9dea21f86032dd8c6f2a3a4813;4489416057027868625;4.489416057027868625
0x5acfd914f2dfd41f07f27407bd7936f43d0db167;122690167239515319;0.122690167239515319
0xc82adb6f81d3e458e83dc015379abdea091a5937;36902514634354254854226;36902.514634354254854226
0x35ac2a3bb1873f1061736f16c6ca32ce914db26e;4489250005520445037;4.489250005520445037
0x09d25d12bb85176f3d94ac68a98d6ac5bb81dbf1;667568190126015421148;667.568190126015421148
0x70d17600fd004790fb12511e3c31884cd3fd05d9;19714668197769845399239;19714.668197769845399239
0xcedee3b94641fd2e3a2ae3cff259c52b7b62612b;2284922767808208387420266;2284922.767808208387420266
0xc7bb0d1179098707e05e815db669f96ac960e247;702115519800920094034;702.115519800920094034
0x24a000804704b9557466382a806b6baa31cf574c;46301828871131646967;46.301828871131646967
0x6dac996e32cebca0afa8fc701c5ef65088a90947;2510826638522535496429;2510.826638522535496429
0xcc94ab5a70860edd5789b13329dc34890e17ed5b;185618781042701048949107;185618.781042701048949107
0x871954060cb8074b916724390e86d8047acacb01;4488781680055180347;4.488781680055180347
0x73278f02455136fd9e093d1714fbf4c42f554603;671577776479787884516382;671577.776479787884516382
0x8adc5cad68250ed5628a4da3acc605ea99fe11cb;23084681236121961175421;23084.681236121961175421
0x80719dc453935983b0a89c1d0c348f7f552718ab;82522712618837283760526;82522.712618837283760526
0xb4b74ed93c0ddf96c8b10e88bbce27884e88ca4b;196452659958069592984308;196452.659958069592984308
0xfd28d7ce4d2b4ec1fe01df60c009e391c316674e;553394310058176065191;553.394310058176065191
0x9e602c1920443f01cb100a57a7f894df8eb42f66;64730795452912755974;64.730795452912755974
0x476a19574ee1bac25ccab28c59a79af8ab7ca026;5596986501458756885741;5596.986501458756885741
0x21e13283bdbd74835ee2f3b8228479164d8b62cf;48681568883641522157118;48681.568883641522157118
0xfe01c1a253443b13ab76b4f591b53f2c2d4c0ad4;33062859409171491834;33.062859409171491834
0xe438540c09e5f220ac303f64609db7ff187f2832;874337019823969929676163;874337.019823969929676163
0x2ac66d733400de313ba9ee5ae2d955fc3b059ee2;11655143504937691949041;11655.143504937691949041
0x98b5f132ef7086f99c2f02d05dbe6da0751121a1;4486479666831973581;4.486479666831973581
0x2c50018c92c70db87de5ae57d468c497d929683e;5492511379946570275450;5492.51137994657027545
0xa0842862fcd392707ce9348c1ff3179718180c84;1095502431997916914593;1095.502431997916914593
0xaf0258c895bf6b9a5127a83690285b45a65149b6;5000000000000000000;5
0x3c527c54fdcefc37216678d27096a278ea57eda3;231329771895973723498416;231329.771895973723498416
0xa447c295f8960a1158817f0617e47a66ffa7ac54;604396227215918018485234;604396.227215918018485234
0xf0946cc3b241662485ce4a9c5d66c21ed5cb832e;30144140276952838588290;30144.14027695283858829
0x4c98e61b30615955124565f48bbe187b894d97d5;25278198819745519092026;25278.198819745519092026
0x4d41fb6bac936938f03c3cef33d77ed1889320c5;213949502338463298532951;213949.502338463298532951
0x7575cf20878e4bf7413cec442bf94766fbea2782;4485075612254841203;4.485075612254841203
0xe589014f4c87dd5a0ca0ad4f1c643da930d0d3ef;789618201286828240696282;789618.201286828240696282
0x30bf4079b17db36e144c86ef5394abe2aa1ade19;4484665739613399340;4.48466573961339934
0x68d81e343e0912be5e412ee5f55f665e4b5be7d7;257201687672981782683664;257201.687672981782683664
0x33d2630c88d99c3a915b1c5b315133117664ad81;1123267807339295288985;1123.267807339295288985
0x236c09932ea86e73276eb1c9b47ec57cf39080a6;456462070612322948798;456.462070612322948798
0x835e7d1233cbb78b4457d3944a2be059b058ab30;4484750574864676323;4.484750574864676323
0x7c39f0c889ddd1c4d40dbe6bbdd61e22837e8e3b;2048483539379974568885;2048.483539379974568885
0x22e2b034e355b4b8b48b93d9f6da6cbcaf910814;53986983331610274579205;53986.983331610274579205
0x8722748c944995bf661dabc55148e9b5a46eed4d;4484533526186998494;4.484533526186998494
0x417c418692a488a5a1e31bc3c4a35db9d31f9b53;498275713543537011507;498.275713543537011507
0x2c59900b9442b7a865f93219c04f553a0d7bd003;346456614747181121506683;346456.614747181121506683
0x164fd3f8e0249c65931359d443353934b8d9eddc;13947651101276063725;13.947651101276063725
0xd9d7b884a79756d82b6b0216168e9f6ca10619cb;199775568210164554317407;199775.568210164554317407
0x2696ffbac56eeca81f0a851002389d60e0ac8314;4482907475124178136;4.482907475124178136
0xca82348757ab6ede8e0113b8cbe3a5958dc7b64a;243851485278547932988928;243851.485278547932988928
0xe327155096e7ef0b58e2c9c9ce25afac7af216fc;151551156265403233828604;151551.156265403233828604
0xb700a19be10df6dc55fb5ae9b79d48f91aaa681a;42451358810531074623956;42451.358810531074623956
0x51a6ecead0a8c9079d7b253d37d333016636f055;4482562425518294547;4.482562425518294547
0xfe5c5e85a0bc68b7c3db0be25fac35fc69e9fda9;140230531463755445862680;140230.53146375544586268
0xede8ae9693639b7ac4593cb88c9b578243775f68;155745476959190090962147;155745.476959190090962147
0x7ba14c542d4a5139f633f8b3c230242e2c6bcff5;613338247661632423362985;613338.247661632423362985
0x4bf44863386f28fef5d3cde1ea3890ad7f7fc38b;10614631420913650064781;10614.631420913650064781
0x9a00d3020d1c5751add12b4c6da239f48b2686d4;15721531064527486040670;15721.53106452748604067
0x9dde0d4a44c33f21614fa7715e7fd9f6357baae8;2081338112239288290938;2081.338112239288290938
0x7b3408d23d891edcdfca65c1ccab212290267c24;2409809858355255653796070;2409809.85835525565379607
